Search Parameters	Year	Mo	Dy	Date	Hr	Mn	Sec	Tsu	Vol	Location Name	Latitude	Longitude	Focal Depth (km)	Mag	MMI Int	Deaths	Death Description	Missing	Missing Description	Injuries	Injuries Description	Damage ($Mil)	Damage Description	Houses Destroyed	Houses Destroyed Description	Houses Damaged	Houses Damaged Description	Total Deaths	Total Death Description	Total Missing	Total Missing Description	Total Injuries	Total Injuries Description	Total Damage ($Mil)	Total Damage Description	Total Houses Destroyed	Total Houses Destroyed Description	Total Houses Damaged	Total Houses Damaged Description
	2018	4	18	2018-04-18	6	28	34.8			INDONESIA:  JAVA:  BANJARNEGARA	-7.248	109.654	10	4.5	6	3	1			21	1		2			316	3	3	1			21	1		2			316	3
	2018	4	24	2018-04-24	0	34	31.2			TURKEY:  ADIYAMAN	37.596	38.514	10	5.2	7					39	1		1				1					39	1		1				1
	2018	5	2	2018-05-02	4	8	13.4			IRAN:  KOHGILUYEH AND BOYER-AHMAD: SISAKHT	30.705	51.49	8	5.3	6					133	3		2				1					133	3		2				1
	2018	5	3	2018-05-03	11	17				SOUTH AFRICA:  WEST RAND	-26.4	27.5		2.1		7	1			6	1							7	1			6	1						
	2018	5	4	2018-05-04	22	32	54.7	5678	6864	HAWAIIAN ISLANDS: PUNA DISTRICT	19.318	-155	6	6.9	7								1									1	1	370	4	716	3		
	2018	5	5	2018-05-05	8	58	5			POLAND:  SILESIAN:  JASTRZEBIE-ZDROJ	50.124	18.683	1	4.1		5	1			2	1		1					5	1			2	1		1				
	2018	5	6	2018-05-06	6	3	59.3	5796	7541	JAPAN:  HONSHU:  S. OF	31.444	140.193	10	5.4																									
	2018	5	6	2018-05-06	19	2	22.4			"EL SALVADOR:  LA UNION, SAN MIGUEL"	13.104	-88.062	10	5.4	4					1	1		2	11	1	298	3					1	1		2	11	1	298	3
	2018	5	9	2018-05-09	10	41	45.9			AFGHANISTAN: TAKHAR;  PAKISTAN	36.994	71.382	116	6.2	5					13	1		1		1	45	1					13	1		1		1	45	1
	2018	5	15	2018-05-15	15	48	9.9			COMOROS:  MAYOTTE	-12.776	45.581	17	5.9	6					3	1		1				1					3	1		1				1
	2018	5	27	2018-05-27	17	50	52.6			CHINA:  JILIN PROVINCE:  NINGJIANG	45.236	124.642	10	5.3	5								3			10000	4								3			10000	4
	2018	6	5	2018-06-05	18	40	30			AZERBAIJAN: SHAKI-ZAQATALA	41.526	46.786	22	5.3	7	1	1			31	1		1				2	1	1			31	1		1				2
	2018	6	12	2018-06-12	9	35	25.5			COLOMBIA:  PASTO	1.067	-77.272	12	4.9	7	2	1			7	1		2	1	1		3	2	1			7	1		2	1	1		3
	2018	6	13	2018-06-13	13	6	40.4			"INDONESIA:  MADURA ISLAND, JAVA"	-7.001	113.888	10	4.6						6	1		2			77	2					6	1		2			77	2
	2018	6	17	2018-06-17	22	58	34.8			JAPAN:  OSAKA	34.825	135.639	10	5.5	8	5	1			417	3	7000	4			6766	4	5	1			417	3	7000	4			6766	4
	2018	7	21	2018-07-21	7	58	16			INDONESIA: SUMATRA: SOLOK	-0.969	100.769	10	5.2	6	1	1			2	1		2	2	1		3	1	1			2	2		1	2	1		3
	2018	7	22	2018-07-22	10	7	27.2			IRAN:  KERMANSHAH	34.591	46.166	12	5.8	8					287	3		2			951	3					287	3		2			951	3
	2018	7	28	2018-07-28	22	47	38.7	5778		INDONESIA:  LOMBOK ISLAND	-8.24	116.508	14	6.4	5	17	1			355	3		3	5448	4		3	17	1			355	3		3	5448	4		3
	2018	8	5	2018-08-05	11	46	38.6	5685		INDONESIA:  LOMBOK ISLAND	-8.258	116.438	34	6.9	8	560	3			7733	4	509	4		3	83392	4	560	3			7733	4	509	4		3	83392	4
	2018	8	9	2018-08-09	5	25	32.4			INDONESIA:  LOMBOK ISLAND	-8.307	116.23	15	5.9	7	6	1			24	1		2				3	6	1			24	1		2				3
	2018	8	12	2018-08-12	17	44	26.3			CHINA:   YUNNAN PROVINCE:  YUXI	24.298	102.91	10	5	4					24	1	74	4			8000	4					24	1	74	4			8000	4
	2018	8	19	2018-08-19	0	19	40.7	5686		FIJI ISLANDS	-18.113	-178.153	600	8.2	5																								
	2018	8	19	2018-08-19	4	10	22.6	5816		INDONESIA:  LOMBOK ISLAND	-8.337	116.599	16	6.3	6	2	1			1	1		2			1705	4	2	1			1	1		2			1705	4
	2018	8	19	2018-08-19	14	56	27.5			INDONESIA:  LOMBOK ISLAND	-8.319	116.627	21	6.9	6	11	1				1		2			1800	4	11	1				1		2			1800	4
	2018	8	21	2018-08-21	21	31	47.6	5687		VENEZUELA:  SUCRE; TRINIDAD	10.773	-62.902	147	7.3	7	5	1						2				3	5	1						2				3
	2018	8	25	2018-08-25	22	13	25.6			IRAN:  KERMANSHAH	34.611	46.242	10	6	6	2	1			267	3		3			2600	4	2	1			267	3		3			2600	4
	2018	8	29	2018-08-29	3	51	56.1	5688		NEW CALEDONIA:  LOYALTY ISLANDS	-22.03	170.126	21	7.1	2																								
	2018	9	5	2018-09-05	18	7	59.2			JAPAN:  HOKKAIDO	42.686	141.929	35	6.6	8	44	1			660	3	2000	4		3	15000	4	44	1			660	3	2000	4		3	15000	4
	2018	9	6	2018-09-06	15	49	18.7			FIJI ISLANDS	-18.474	179.35	671	7.9	7																								
	2018	9	7	2018-09-07	6	23	38.7			IRAN:  KERMAN	28.326	59.32	10	5.6		1	1			2	1		1				1	1	1			2	1		1				1
	2018	9	8	2018-09-08	2	31	30.7			CHINA: YUNNAN PROVINCE:  MOJIANG HANI	23.332	101.578	8	5.7	4					28	1		3			29000	4					28	1		3			29000	4
	2018	9	12	2018-09-12	4	50	46.6			INDIA:  WEST BENGAL	26.371	90.161	10	5.3	6	1	1											1	1										
	2018	9	28	2018-09-28	6	59	59.7			INDONESIA:  SULAWESI	-0.401	119.771	5	6.1		1	1			10	1		1		1		1	1	1			10	1		1		1		1
	2018	9	28	2018-09-28	10	2	45.3	5689		INDONESIA:  SULAWESI	-0.256	119.846	20	7.5	9	4340	4	667	3	10679	4	1500	4	3673	4	39191	4	4340	4	667	3	10679	4	1500	4	3673	4	39191	4
	2018	10	7	2018-10-07	0	11	51.2			HAITI: PORT-DEX-PAIX	20.034	-73.013	24	5.9	6	18	1			580	3		3	2102	4	15932	4	18	1			580	3		3	2102	4	15932	4
	2018	10	10	2018-10-10	18	44	55.3			"INDONESIA:  MADURA ISLAND, JAVA"	-7.453	114.455	9	6	4	4	1			36	1		1			433	3	4	1			36	1		1			433	3
	2018	10	16	2018-10-16	1	3	43.6	5725		NEW CALEDONIA:  LOYALTY ISLANDS	-21.743	169.522	17	6.5																									
	2018	10	25	2018-10-25	22	54	52.6	5690		"GREECE:  IONIAN SEA:  ZAKYNTHOS, STROFADES"	37.52	20.557	14	6.8	8					3	1		2			120	3					3	1		2			120	3
	2018	11	14	2018-11-14	23	2	24			INDONESIA:  SULAWESI:  MAMASA	-2.907	119.392	14	5.5		7	1						2	8	1		3	7	1						2	8	1		3
	2018	11	25	2018-11-25	16	38	23			IRAN: KERMANSHAH; IRAQ: KURDISTAN	34.361	45.744	18	6.3		1	1			759	3		1				1	1	1			759	3		1				1
	2018	11	28	2018-11-28	14	44	39			AFGHANISTAN:  HINDU KUSH:  BAGHLAN	35.808	68.687	22	4.9						9	1		1			60	2					9	1		1			60	2
	2018	11	30	2018-11-30	17	29	16			ALASKA:  ANCHORAGE	61.316	-149.925	54	7						117	3	150	4	2	1	1650	4					117	3	150	4	2	1	1650	4
	2018	12	5	2018-12-05	4	18	42	5698		NEW CALEDONIA:  LOYALTY ISLANDS	-21.95	169.427	10	7.5																					1				1
	2018	12	15	2018-12-15	20	22	23		7244	VANUATU ISLANDS: AMBRYM ISLAND	-16.416	168.22	11	5.4									2				1								2				1
	2018	12	16	2018-12-16	4	47	26			CHINA:  SICHUAN:  YIBIN	28.295	105.013	18	5.3						17	1	7.255	3	15	1	6145	4					17	1	7.255	3	15	1	6145	4
	2018	12	22	2018-12-22	5	38	27			MOZAMBIQUE; ZIMBABWE	-20.643	32.803	16	5.6						10	1		2	600	3		1					10	1		2	600	3		1
	2018	12	26	2018-12-26	2	19	0		7284	ITALY:  SICILY:  CATANIA	37.63	15.1	1	5						28	1	115	4	15	1		1					28	1	115	4	15	1		1
	2019	1	3	2019-01-03	0	48	37			CHINA:  SICHUAN:  YIBIN	28.19	104.918	10	4.8						774	3		2			691	3					774	3		2			691	3
	2019	1	6	2019-01-06	13	41	6			IRAN:  KERMANSHAH: SARPOL-E ZAHAB	34.125	45.679	14	5.6						75	2		1				1					75	2		1				1
	2019	1	12	2019-01-12	8	59	4			POLAND:  RUDNA	51.547	16.111	1	3.7		1	1			6	1		2					1	1			6	1		2				
	2019	1	20	2019-01-20	1	32	48			"CHILE:  COQUIMBO, LA SERENA"	-30.04	-71.382	63	6.7		2	1						2			1061	4	2	1						2			1061	4
	2019	1	22	2019-01-22	22	35	8			POLAND:  RYDULTOWY	50.11	18.456	5	3.9		1	1			8	1							1	1			8	1						
	2019	1	26	2019-01-26	12	33	23			"COLOMBIA:  CAUCA, HUILA"	3.035	-75.738	10	5.6		1	1						1				2	1	1						1				2
	2019	2	1	2019-02-01	10	23	54			INDIA:  MAHARASHTRA:  PALGHAR	19.9	72.8	5	3.6		1	1						1					1	1						1				
	2019	2	1	2019-02-01	16	19	29			MEXICO:  CHIAPAS; GUATEMALA:  SAN MARCOS	14.68	-92.453	66	6.7						4	1		2				3					4	1		2				3
	2019	2	5	2019-02-05	19	35	21			AZERBAIJAN:  SHEMAKHA (SEMACHA)	40.896	48.607	10	5						30	1		2			3000	4					30	1		2			3000	4
	2019	2	22	2019-02-22	10	18	17			"ECUADOR: AZUAY, MANABI, MORONA SANT.; PERU"	-2.186	-77.051	145	7.5		1	1			9	1		2	5	1	75	1	1	1			9	1		2	5	1	75	1
	2019	2	25	2019-02-25	5	16	25			CHINA:  SICHUAN PROVINCE: RONGXIAN	29.47	104.609	10	4.9		2	1			12	1	2	2	9	1	10911	4	2	1			12	1	2	2	9	1	10911	4
	2019	2	27	2019-02-27	23	27	24			INDONESIA: SUMATRA: SOLOK	-1.323	101.578	10	5.4						48	1		2			343	3					48	1		2			343	3
	2019	3	1	2019-03-01	8	50	42			PERU:  AREQUIPA	-14.713	-70.155	267	7		1	1			2	1		1	1	1	17	1	1	1			2	1		1	1	1	17	1
	2019	3	17	2019-03-17	7	7	25			INDONESIA:  LOMBOK ISLAND	-8.418	116.521	10	5.6		6	1			182	3		2	843	3	3613	4	6	1			182	3		2	843	3	3613	4
	2019	3	21	2019-03-21	9	15	40			"TANZANIA:  SONGWE, MBEYA"	-7.914	32.109	22	5.5		1	1						1	4	1		1	1	1						1	4	1		1
	2019	4	12	2019-04-12	11	40	49			INDONESIA:  SULAWESI ISLAND: LUWUK	-1.852	122.553	18	6.8		1	1											1	1										
	2019	4	18	2019-04-18	5	1	6			TAIWAN:  HUALIEN	23.989	121.693	20	6.1		1	1			16	1		1					1	1			16	1		1				
	2019	4	22	2019-04-22	9	11	11			PHILIPPINES:  PAMPANGA PROVINCE	14.924	120.497	20	6.1		18	1	3	1	183	3	50	4	1046	4	3329	4	18	1	3	1	183	3	50	4	1046	4	3329	4
	2019	5	6	2019-05-06	21	19	35			PAPUA NEW GUINEA:  MOROBE: WAMPAR	-6.977	146.44	127	7.2									2	130	3										2	130	3		
	2019	5	14	2019-05-14	12	58	25	5705		"PAPUA NEW GUINEA:  RABAUL, DUKE OF YORK IS"	-4.051	152.597	10	7.6							1		1		1		1						1		1		1		1
	2019	5	17	2019-05-17	22	24	52			CHINA:  JILIN PROVINCE:  SONGYUAN	45.205	124.611	17	4.8									1			167	3								1			167	3
	2019	5	22	2019-05-22	3	48	59			THE NETHERLANDS: GRONINGEN	53.394	6.586	10	3.2									2			840	3								2			840	3
	2019	5	26	2019-05-26	7	41	14			"PERU:  LA LIBERTAD, CAJAMARCA; ECUADOR"	-5.796	-75.298	110	8		2	1			30	1		2		3		3	2	1			30	1		2		3		3
	2019	5	30	2019-05-30	9	3	32			EL SALVADOR:  SAN SALVADOR	13.199	-89.306	58	6.6		1	1			1	1		1			2	1	1	1			1	1		1			2	1
	2019	6	1	2019-06-01	4	26	19			ALBANIA:  KORCE	40.501	20.722	10	5.2						4	1		2			100	2					4	1		2			100	2
	2019	6	14	2019-06-14	0	19	12	5710		CHILE:  COQUIMBO	-30.056	-72.082	11	6.4																									
	2019	6	15	2019-06-15	22	55	2	5711		"KERMADEC ISLANDS:  S OF, RAOUL"	-30.805	-178.095	34	7.2																									
	2019	6	17	2019-06-17	14	55	45			CHINA:  SICHUAN:  YIBIN	28.405	104.957	10	5.8		13	1			200	3	1300	4			12700	4	13	1			200	3	1300	4			12700	4
	2019	6	18	2019-06-18	13	22	19	5712		JAPAN:  NIIGATA PREFECTURE	38.646	139.472	12	6.4						28	1		2			144	3					28	1		2			144	3
	2019	7	1	2019-07-01	12	12	6.8			POLAND:  KATOWICE	50.287	18.997		3.1		3	1			6	1							3	1			6	1						
	2019	7	4	2019-07-04	17	33	49			CALIFORNIA:  RIDGECREST;  NEVADA	35.705	-117.506	11	6.4		1	1				1	50	4				1	1	1				1	50	4				1
	2019	7	6	2019-07-06	3	19	52			CALIFORNIA:  RIDGECREST	35.766	-117.605	8	7.1							1	5300	4	101	3	287	3						1	5300	4	101	3	287	3
	2019	7	8	2019-07-08	7	0	31			IRAN:  MASJED-E SOLEYMAN	31.775	49.542	10	5.7		1	1			128	3		1				1	1	1			128	3		1				1
	2019	7	9	2019-07-09	12	37	1			"PHILIPPINES:  MINDANAO:  MAKILALA, TULUNAN"	6.802	125.169	24	5.6		1	1			3	1		1			119	3	1	1			3	1		1			119	3
	2019	7	12	2019-07-12	20	42	55			PHILIPPINES: MINDANAO: SURIGAO DEL SUR PROVINCE	9.334	126.04	14	5.8						59	2	0.71	1	67	2	2085	4					59	2	0.71	1	67	2	2085	4
	2019	7	14	2019-07-14	9	10	50			INDONESIA:  MOLUCCA ISLANDS:  N	-0.529	128.093	10	7.3		8	1			134	3		2	1176	4	1158	4	8	1			134	3		2	1176	4	1158	4
	2019	7	19	2019-07-19	11	13	16			GREECE:  ATHENS	38.115	23.505	10	5.3						4	1		1		1		1					4	1		1		1		1
	2019	7	24	2019-07-24	19	33	15			INDIA:  MAHARASHTRA:  PALGHAR	20	72.9	10	3.8		1	1				1		1				1	1	1				1		1				1
	2019	7	26	2019-07-26	23	37	58			PHILIPPINES:  BATANES:  ITBAYAT	20.807	121.986	10	6		9	1			64	2	0.925	1			266	3	9	1			64	2	0.925	1			266	3
	2019	8	2	2019-08-02	12	3	27	5870		INDONESIA:  JAVA:  BANTEN	-7.282	104.791	49	6.9		8	1			8	1		2	13	1	458	3	8	1			8	1		2	13	1	458	3
	2019	8	7	2019-08-07	21	28	2			TAIWAN:  TAIPEI	24.475	121.947	10	5.9		1	1											1	1										
	2019	8	8	2019-08-08	11	25	31			TURKEY:  DENIZLI	37.948	29.697	10	5.8							1		2			976	3						1		2			976	3
	2019	9	7	2019-09-07	22	42	14			CHINA:  SICHUAN PROVINCE: NEIJIANG	29.573	105.064	10	5.1		1	1			63	2		2	132	3	5041	4	1	1			63	2		2	132	3	5041	4
	2019	9	21	2019-09-21	14	4	24			ALBANIA:  DURRES	41.381	19.454	10	5.6						132	3	45	4		1	569	3					132	3	45	4		1	569	3
	2019	9	24	2019-09-24	11	1	55			PAKISTAN:  MIRPUR DISTRICT	33.106	73.766	10	5.6		39	1			746	3	17	3	1756	4	5709	4	39	1			746	3	17	3	1756	4	5709	4
	2019	9	25	2019-09-25	23	46	44			INDONESIA:  MALUKU:  AMBON	-3.45	128.347	18	6.5		31	1			179	3		3		1	2675	2	31	1			179	3		3		1	2675	4
	2019	9	26	2019-09-26	10	59	26			TURKEY:  ISTANBUL	40.89	28.173	10	5.7		1	1			34	1		2			473	3	1	1			34	1		2			473	3
	2019	9	26	2019-09-26	16	36	18			CHILE:  SOUTH CENTRAL	-40.815	-72.002	129	6.1		1	1											1	1										
	2019	9	29	2019-09-29	15	57	53			CHILE:  CONCEPCION	-35.473	-73.162	11	6.8		1	1											1	1										
	2019	10	10	2019-10-10	4	39	48			INDONESIA:  PASSO	-3.65	128.216	54	5	7	1	1			2	1		2				1	1	1			2	1		2				1
	2019	10	16	2019-10-16	11	37	6			"PHILIPPINES:  MINDANAO:  COTABATO, DAVAO"	6.712	125.005	14	6.4	7	7	1			215	3		3	506	3	2664	4	7	1			215	3		3	506	3	2664	4
	2019	10	29	2019-10-29	1	4	44			"PHILIPPINES:  MINDANAO:  COTABATO, DAVAO"	6.802	125.04	15	6.6		12	1			417	3		3	22363	4	12119	4	13	1		1	562	3		3	23303	4	15306	4
	2019	10	31	2019-10-31	1	11	19			"PHILIPPINES:  COTABATO, SULTAN KUDARAT"	6.91	125.156	10	6.5		9	1				1		2		3		3	10	1		1		1		2		3		3
	2019	11	7	2019-11-07	22	47	5			IRAN: MIYANEH	37.808	47.558	10			5	1			584	3		2		1		1	5	1			584	3		2		1		1
	2019	11	11	2019-11-11	10	52	46			"FRANCE:  LE TEIL, SAINT-THOME, VIVIERS"	44.612	4.638	10	4.8	7					4	1	59.4	4			900	3					4	1	59.4	4			900	3
	2019	11	12	2019-11-12	10	10	44			INDONESIA:  MALUKU:  AMBON	-3.61	128.299	50	5		2	1			3	1		1		1			2	1			3	1		1		1		
	2019	11	14	2019-11-14	16	17	40	5733		INDONESIA:  MOLUCCA ISLANDS:  N	1.6	126.416	33	7.1		1	1			3	1		1			36	1	1	1			3	1		1			36	1
	2019	11	18	2019-11-18	13	22	9			PHILIPPINES:  MINDANAO:  BUKIDNON PROVINCE	7.625	124.912		5.9	6					16	1		2	61	2	379	3					16	1		2	61	2	379	3
	2019	11	25	2019-11-25	1	18	21			CHINA:  GUANGXI PROVINCE	22.96	106.711	10	5		1	1			4	1		1				1	1	1			4	1		1				1
	2019	11	26	2019-11-26	2	54	12			"ALBANIA:  DURRES, THUMANE, TIRANA"	41.521	19.559	20	6.4		51	2			2000	4	1081	4	11000	4	83000	4	51	2			2000	4	1081	4	11000	4	83000	4
	2019	12	15	2019-12-15	6	11	52			PHILIPPINES:  MINDANAO:  DAVAO	6.708	125.188	22	6.8		13	1	1	1	210	3		4	4546	4	21495	4	13	1	1	1	210	3		4	4546	4	21495	4
	2019	12	18	2019-12-18	0	14	7			CHINA:  SICHUAN PROVINCE: NEIJIANG	29.639	104.946	10	5.2						18	1		2			780	3					18	1		2			780	3
	2020	1	7	2020-01-07	8	24	26	5736		"PUERTO RICO:  PONCE,SAN JUAN"	17.916	-66.813	10	6.4	8	4	1				1	800	4	300	3	1390	4	4	1				1	800	4	300	3	1390	4
	2020	1	19	2020-01-19	13	27	56			CHINA:  XINJIANG PROVINCE	39.831	77.106	6	6		1	1			2	1		3				4	1	1			2	1		3				4
	2020	1	24	2020-01-24	17	55	14			TURKEY:  ELAZIG AND MALATYA PROVINCES	38.39	39.081	12	6.7		41	1			1600	4		4	76	2		4	41	1			1600	4		4	76	2		4
	2020	1	28	2020-01-28	19	10	25	5740		CUBA: GRANMA;  CAYMAN IS;  JAMAICA	19.44	-78.755	10	7.7									2	1	1		3								2	1	1		3
	2020	2	23	2020-02-23	16	0	31			TURKEY: VAN;  IRAN	38.482	44.367	10	6		10	1			60	2		2	255	3	600	3	10	1			60	2		2	255	3	600	3
	2020	3	10	2020-03-10	10	18	6			"INDONESIA:  JAVA:  SUKABUMI, BOGOR"	-6.808	106.676	23	5	8					4	1		2			1137	4					4	1		2			1137	4
	2020	3	18	2020-03-18	13	9	31			UTAH	40.751	-112.078	12	5.7	6							100	4				3							100	4				3
	2020	3	22	2020-03-22	5	24	3			BALKANS NW:  CROATIA:  ZAGREB	45.897	15.966	10	5.4	8	1	1			27	1	1800	4	6305	4	20000	4	1	1			27	1	1800	4	6305	4	20000	4
	2020	3	25	2020-03-25	2	49	21	5746		RUSSIA:  KURIL ISLANDS	48.986	157.693	57	7.5	6																								
	2020	4	1	2020-04-01	12	23	27			CHINA:  QINGHAI PROVINCE	33.124	98.916	10	5.3								11.28	3			790	3							11.28	3			790	3
	2020	5	2	2020-05-02	12	51	6	5747		GREECE:  CRETE	34.205	25.712	17	6.6	7																								
	2020	5	7	2020-05-07	20	18	22			"IRAN:  TEHRAN, DAMAVAND"	35.725	52.044	10	4.6		2	1			22	1							2	1			22	1						
	2020	5	18	2020-05-18	13	48	3			CHINA:   YUNNAN PROVINCE:  QIAOJIA	27.296	103.281	10	5.2		4	1			24	1		2		1			4	1			24	1	17	3		1		
	2020	5	29	2020-05-29	5	30		5748	7504	INDONESIA:  JAVA:  IJEN	-8.058	114.242																1	1										
	2020	6	4	2020-06-04	8	49	39			INDONESIA: NORTH MALUKU: MOROTAI	2.923	128.248	107	6.4	4								2	14	1	298	3								2	14	1	298	3
	2020	6	7	2020-06-07	5	27	22			PERU:  COAST:  CHIMBOTE	-9.634	-78.591	57	4.5		1	1											1	1										
	2020	6	14	2020-06-14	14	24	29			TURKEY:  BINGOL	39.421	40.697	10	5.9		1	1			35	1		2				1	1	1			35	1		2				1
	2020	6	18	2020-06-18	12	49	53	5750		"KERMADEC ISLANDS:  S OF, RAOUL"	-33.294	-177.838	10	7.4																									
	2020	6	23	2020-06-23	15	29	5	5751		MEXICO: OAXACA	16.029	-95.901	26	7.4		10	1			24	1		4			8123	4	10	1			24	1		4			8123	4
	2020	6	25	2020-06-25	10	3	31			TURKEY:  VAN	38.558	44.023	10	5.4						5	1		2			90	2					5	1		2			90	2
	2020	7	17	2020-07-17	2	50	23			"PAPUA NEW GUINEA:  MOROBE, ORO"	-7.843	147.766	80	7		1	1			1	1		1			12	1	1	1			1	1		1			12	1
	2020	7	22	2020-07-22	6	12	44	5753		ALASKA	55.03	-158.522	28	7.8	8								1												1				
	2020	7	27	2020-07-27	5	14	51			VIETNAM: SON LA PROVINCE	20.872	104.541	10	4.8									2				3								2				3
	2020	8	9	2020-08-09	12	7	37			NORTH CAROLINA:  SPARTA	36.476	-81.094	8	5.1									2	60	2	465	3								2	60	2	465	3
	2020	8	18	2020-08-18	0	3	48			PHILIPPINES:  MASBATE	12.021	124.123	10	6.6	7	2	1			50	1	0.57	1	138	3	1167	4	2	1			50	1	0.57	1	138	3	1167	4
	2020	10	19	2020-10-19	20	54	39	5755		ALASKA	54.608	-159.655	33	7.6	8																								
	2020	10	30	2020-10-30	11	51	27	5757		GREECE:  SAMOS; TURKEY:  IZMIR	37.918	26.79	21	7	8	117	3			1054	4	400	4		2		4	118	3			1054	4	400	4		2		4
	2020	12	27	2020-12-27	21	39	14	5760		CHILE:  OFF COAST CENTRAL	-39.343	-74.99	10	6.7	5																								
	2020	12	29	2020-12-29	11	19	54			BALKANS NW:  CROATIA:  PETRINJA	45.422	16.255	10	6.4	9	8	1			36	1	4187	4	1500	4	46000	4	8	1			36	1	4187	4	1500	4	46000	4
	2021	1	14	2021-01-14	18	28	18			"INDONESIA:  SULAWESI:  MAMUJU, MAJENE"	-2.976	118.901	18	6.2	9	105	3	3	1	6489	4	58.7	4	1150	4	7863	4	105	3	3	1	6489	4	58.7	4	1150	4	7863	4
	2021	1	15	2021-01-15	21	31	4			IRAN:  HORMOZGAN PROVINCE	26.926	55.186	8	5.5	5					1	1		2			80	2					1	1		2			80	2
	2021	1	19	2021-01-19	2	46	22			ARGENTINA:  SAN JUAN PROVINCE	-31.83	-68.806	20	6.4	6					14	1		2			600	3					14	1		2			600	3
	2021	1	23	2021-01-23	23	36	50	5762		SCOTIA SEA:  SOUTH SHETLAND ISLANDS	-61.825	-55.494	10	6.9	9																								
	2021	2	10	2021-02-10	13	19	55	5763		NEW CALEDONIA:  LOYALTY ISLANDS	-23.054	171.601	10	7.7	7																								
	2021	2	12	2021-02-12	17	1	34			PAKISTAN: HARIPUR; TAJIKISTAN	38.132	73.569	91	5.9	8	1	1				1							1	1				1						
	2021	2	13	2021-02-13	14	7	50	5823		JAPAN:  OFF FUKUSHIMA	37.745	141.749	49	7.1	9	1	1			186	3	7700	4	798	3	19758	4	1	1			186	3	7700	4	798	3	19758	4
	2021	2	17	2021-02-17	18	35	35			"IRAN: ESFAHAN, KOHGILUYEH, BOYER-AHMAD"	30.839	51.365	7	5.4	8	2	1			63	2	10	3					2	1			63	2	10	3				
	2021	3	1	2021-03-01	22	57	40			"COLOMBIA: MEDELLIN, BETULIA"	6.239	-76.098	10	5.1	9	2	1						1		1		1	2	1						1		1		1
	2021	3	3	2021-03-03	10	16	10			"GREECE: TYRNAVOS, LARISA"	39.764	22.176	10	6.3	9					11	1	10	3		3		3					11	1	10	3		3		3
	2021	3	4	2021-03-04	13	27	36	5769		NEW ZEALAND:  GISBORNE	-37.563	179.444	20	7.3	7																								
	2021	3	4	2021-03-04	17	41	25	5770		"KERMADEC ISLANDS:  S OF, RAOUL"	-29.613	-177.843	55	7.4	7																								
	2021	3	4	2021-03-04	19	28	31	5771		KERMADEC ISLANDS: SSE OF RAOUL ISLAND	-29.74	-177.267	19	8.1	9																								
	2021	3	18	2021-03-18	0	4	6	5776		ALGERIA: BEJAIA	36.915	5.199	8	6	8					17	1		1				1					17	1		1				1
	2021	3	20	2021-03-20	9	9	43			JAPAN:  HONSHU ISLAND	38.452	141.648	43	7	7					11	1	550	4									11	1	550	4				
	2021	3	23	2021-03-23	21	14	18			CHINA: XINGJIANG: AKSU	41.812	81.155	10	5.4		3	1						2			65	2	3	1						2			65	2
	2021	4	10	2021-04-10	7	0	17			"INDONESIA: JAVA: LUMAJANG, MALANG"	-8.562	112.519	82	6	5	10	1			39	1		3	85	2	3024	4	10	1			39	1		3	85	2	3024	4
	2021	4	28	2021-04-28	2	21	26			INDIA:  ASSAM	26.782	92.436	34	6	9	2	1			12	1		2			428	3	2	1			12	1		2			428	3
	2021	5	21	2021-05-21	13	48	37			"CHINA: YUNNAN PROVINCE: YANGBI, YONGPING"	25.761	100.011	9	6.1	8	3	1			28	1	49	4					3	3			28	1	49	4				
	2021	5	21	2021-05-21	18	4	13			CHINA: QINGHAI PROVINCE	34.598	98.251	10	7.3	9	20	1			300	3		1					20	1			300	3		1				
	2021	5	25	2021-05-25	9	3	0		7536	RWANDA: RUBAVU; CONGO	-1.601	29.4	10	4.7	7								2		1		1	32	1						3	5000	4		1
	2021	6	10	2021-06-10	8	54	17			CONGO: SOUTH KIVU	-3.086	28.259	10	5	5	2	1				1		2			500	3	2	1				1		2			500	3
	2021	6	16	2021-06-16	4	43	7	5788		INDONESIA: MALUKU	-3.593	129.503	10	5.8	6								1				1								1				1
	2021	6	23	2021-06-23	2	54	18			PERU: CANETE: MALA	-12.687	-76.721	50	5.8	7	1	1			20	1		2	6	1		1	1	1			20	1		2	6	1		1
	2021	7	10	2021-07-10	2	14	43			TAJIKISTAN: RASHT; TOJIKOBOD	38.959	70.572	16	5.8	8	5	1						1		1			5	1						1		1		
	2021	7	29	2021-07-29	6	15	47	5799		ALASKA PENINSULA	55.325	-157.841	32	8.2	8																								
	2021	7	30	2021-07-30	17	10	19			PERU:  PIURA	-4.934	-80.602	32	6.2	7					34	1		2	42	1	831	3					34	1		2	42	1	831	3
	2021	8	11	2021-08-11	17	46	14	5801		PHILIPPINES:  MINDANAO	6.455	126.742	65	7.1	9	1	1											1	1										
	2021	8	12	2021-08-12	18	32	54			SOUTH SANDWICH ISLANDS	-57.596	-25.187	63	7.5																									
	2021	8	12	2021-08-12	18	35	20	5802		SOUTH SANDWICH ISLANDS	-58.416	-25.321	48	8.1																									
	2021	8	14	2021-08-14	12	29	8	5803		HAITI	18.408	-73.475	10	7.2	9	2248	4	329	3	12763	4	1600	4	53815	4	83770	4	2248	4	329	3	12763	4	1600	4	53815	4	83770	4
